"Hugo_Symbol","Percent_Mut","Percent_AMP","Percent_DEL","Percent_AnyAlteration"
"ACAD8",1.17302052785924,0.293255131964809,0,1.46627565982405
"ACADL",0.293255131964809,0,0,0.293255131964809
"ACADM",0.293255131964809,0.293255131964809,0.293255131964809,0.586510263929619
"ACADS",1.46627565982405,0,0,1.46627565982405
"ACAN",2.05278592375367,0,0,2.05278592375367
"ACAP1",0.879765395894428,0,0.586510263929619,1.46627565982405
"ACAP2",0.879765395894428,0.293255131964809,0,1.17302052785924
"ACAP3",0.879765395894428,0.586510263929619,0.586510263929619,2.05278592375367
"ACBD3",0.293255131964809,0,0,0.293255131964809
"ACCN1",1.17302052785924,0,0,1.17302052785924
"ACCN3",0.879765395894428,0,0,0.879765395894428
"ACCN4",0.586510263929619,0,0,0.586510263929619
"ACCN5",0.293255131964809,0,0,0.293255131964809
"ACCS",0.293255131964809,0,0.293255131964809,0.586510263929619
"ACCSL",0.586510263929619,0,0.293255131964809,0.879765395894428
"ACD",0.293255131964809,0,0,0.293255131964809
"ACE",2.05278592375367,0.586510263929619,0,2.63929618768328
"ACE2",0.586510263929619,0,0.293255131964809,0.879765395894428
"ACER1",0.293255131964809,0,0,0.293255131964809
"ACER2",0.293255131964809,0,0.879765395894428,1.17302052785924
"ACER3",0.293255131964809,0,0,0.293255131964809
"ACHE",0.293255131964809,0.293255131964809,0,0.586510263929619
"ACIN1",0.879765395894428,0.293255131964809,0,1.17302052785924
"ACLY",0.879765395894428,0,0.293255131964809,1.17302052785924
"ACMSD",0.586510263929619,0.293255131964809,0,0.879765395894428
"ACO1",0.586510263929619,0.293255131964809,0.293255131964809,1.17302052785924
"ACO2",0.293255131964809,0.293255131964809,0.293255131964809,0.879765395894428
"ACOT11",0.586510263929619,0,0,0.586510263929619
"ACOT4",0.293255131964809,0,0,0.293255131964809
"ACOT9",0.586510263929619,0,0.293255131964809,0.879765395894428
"ACOX1",0.293255131964809,1.17302052785924,0,1.46627565982405
"ACOX2",0.586510263929619,0,0,0.586510263929619
"ACOX3",0.586510263929619,0,0,0.586510263929619
"ACOXL",0.586510263929619,0,0,0.586510263929619
"ACP6",0.586510263929619,0,0,0.586510263929619
"ACPL2",0.293255131964809,0.586510263929619,0,0.879765395894428
"ACPT",0.586510263929619,0,0.293255131964809,0.879765395894428
"ACR",0.586510263929619,0,0.879765395894428,1.46627565982405
"ACRC",1.17302052785924,0.293255131964809,0,1.46627565982405
"ACSBG1",0.586510263929619,0,0,0.586510263929619
"ACSBG2",0.293255131964809,0,0,0.293255131964809
"ACSF2",0.293255131964809,0.293255131964809,0,0.586510263929619
"ACSL1",0.879765395894428,0,0,0.879765395894428
"ACSL3",0.586510263929619,0,0,0.586510263929619
"ACSL4",0.586510263929619,0,0,0.586510263929619
"ACSL6",0.293255131964809,0,0.293255131964809,0.586510263929619
"ACSM1",0.879765395894428,0,0,0.879765395894428
